"","region_en","year","level","average_nominal_monthly_salary","average_percapita_income","average_size_of_pensions","crude_birth_rate","gross_regional_product","infant_mortality_rate","life_expectancy_men","life_expectancy_total","life_expectancy_women","mortality_rate","number_of_theater_goers_per_1000_population","number_of_visits_to_museums_per_1000_population","planar_sports_facilities_(playgrounds_and_fields)","population_rural","population_total","population_urban","publication_of_newspapers_per_1000_people","sports_halls","stadiums_with_stands_for_1500_seats_or_more","swimming_pools"
"1018","Sverdlovsk region",2011,"region",22179.2,NA,8513.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1019","Tambov region",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584,1322,738,NA,NA,NA,NA
"1020","Tambov region",1990,"region",NA,NA,NA,11.7,NA,17,NA,NA,NA,14.9,188,230,NA,NA,NA,NA,221,NA,NA,NA
"1021","Tambov region",1995,"region",NA,312,NA,8.5,NA,19.4,NA,NA,NA,17.5,96,185,1617,NA,NA,NA,338,459,15,NA
"1022","Tambov region",2000,"region",1234.5,1509,776.1,8,NA,13.5,58.09,64.96,73.01,19,62,178,NA,NA,NA,NA,417,NA,NA,NA
"1023","Tambov region",2001,"region",1760.5,2072,1072,7.8,NA,15.7,NA,NA,NA,18.8,70,200,NA,NA,NA,NA,290,NA,NA,NA
"1024","Tambov region",2002,"region",2554.6,2688,1350.4,8.1,NA,11.7,NA,NA,NA,19.8,111,175,NA,504,1178,674,369,NA,NA,NA
"1025","Tambov region",2003,"region",3303.6,3416,1604,8.5,NA,11.7,NA,NA,NA,20,103,220,NA,NA,NA,NA,332,NA,NA,NA
"1026","Tambov region",2004,"region",4081.4,4051,1839,8.7,NA,10.9,NA,NA,NA,19.1,104,216,NA,NA,NA,NA,362,NA,NA,NA
"1027","Tambov region",2005,"region",5008.5,5325,2320.9,8.5,NA,8.7,58.4,65.49,73.72,19.4,119,228,1120,NA,NA,NA,342,471,17,NA
"1028","Tambov region",2006,"region",6275.9,6870,2575.5,8.2,NA,9.7,NA,NA,NA,18.3,106,244,NA,NA,NA,NA,390,NA,NA,NA
"1029","Tambov region",2007,"region",7903,8592,3355.6,8.9,NA,6,NA,NA,NA,17.6,114,255,NA,NA,NA,NA,392,NA,NA,NA
"1030","Tambov region",2008,"region",10295.7,11253,4102.7,9.2,NA,4.8,NA,NA,NA,17.8,119,269,NA,NA,NA,NA,441,NA,NA,NA
"1031","Tambov region",2009,"region",11605.8,12092,5567.2,9.3,NA,6.1,62.33,68.78,75.56,17.3,106,290,1781,NA,NA,NA,362,530,19,NA
"1032","Tambov region",2010,"region",12623.9,13592,6817.6,9.5,NA,4.2,NA,NA,NA,17.5,138,56,2223,451,1092,641,65,533,19,NA
"1033","Tambov region",2011,"region",14292.9,NA,7408.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034","Tatarstan",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,987,3642,2655,NA,NA,NA,NA
"1035","Tatarstan",1990,"region",NA,NA,NA,15.4,NA,16.6,NA,NA,NA,9.9,420,334,NA,NA,NA,NA,468,NA,NA,NA
"1036","Tatarstan",1995,"region",NA,394,NA,10.4,NA,18.5,NA,NA,NA,12.9,228,194,2228,NA,NA,NA,713,1556,28,NA
"1037","Tatarstan",2000,"region",2010.2,1813,775.5,9.4,NA,14.8,61.05,67.58,74.45,13.1,207,219,NA,NA,NA,NA,507,NA,NA,NA
"1038","Tatarstan",2001,"region",2936.1,2472,1065.6,9.5,NA,12.6,NA,NA,NA,13.2,232,199,NA,NA,NA,NA,477,NA,NA,NA
"1039","Tatarstan",2002,"region",3735.6,3249,1373,10.1,NA,11.9,NA,NA,NA,13.7,206,180,NA,989,3779,2790,1131,NA,NA,NA
"1040","Tatarstan",2003,"region",4530,4273,1643.1,10.2,NA,10.8,NA,NA,NA,13.8,190,219,NA,NA,NA,NA,994,NA,NA,NA
"1041","Tatarstan",2004,"region",5452.8,5355,1908.8,10.3,NA,11.2,NA,NA,NA,13.6,177,245,NA,NA,NA,NA,1634,NA,NA,NA
"1042","Tatarstan",2005,"region",7067.8,7383,2412.5,9.8,NA,8,61.33,67.95,75.01,13.8,183,335,4246,NA,NA,NA,988,1842,35,NA
"1043","Tatarstan",2006,"region",8849.9,9369,2697.7,9.9,NA,8.2,NA,NA,NA,13.1,190,402,NA,NA,NA,NA,1014,NA,NA,NA
"1044","Tatarstan",2007,"region",11468.6,11577,3502,10.9,NA,7.8,NA,NA,NA,13,202,432,NA,NA,NA,NA,1119,NA,NA,NA
"1045","Tatarstan",2008,"region",14904,14180,4316.3,11.8,NA,6,NA,NA,NA,13,211,402,NA,NA,NA,NA,1226,NA,NA,NA
"1046","Tatarstan",2009,"region",15206.9,15915,5859.3,12.4,NA,5.9,64.97,70.82,76.59,12.7,215,455,4553,NA,NA,NA,1427,1936,42,NA
"1047","Tatarstan",2010,"region",17350.1,18158,7230.8,12.9,NA,5.6,NA,NA,NA,13.1,219,28,4661,933,3786,2853,12,1935,40,NA
"1048","Tatarstan",2011,"region",20009.4,NA,7886.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1049","Tomsk Region",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,1002,691,NA,NA,NA,NA
"1050","Tomsk Region",1990,"region",NA,NA,NA,12.6,NA,18.3,NA,NA,NA,8.7,257,152,NA,NA,NA,NA,351,NA,NA,NA
"1051","Tomsk Region",1995,"region",NA,497,NA,9.2,NA,21.2,NA,NA,NA,13,176,102,422,NA,NA,NA,351,385,31,NA
"1052","Tomsk Region",2000,"region",2544.9,2070,884.5,9.5,NA,19.5,58.96,64.94,71.5,13.2,260,150,NA,NA,NA,NA,380,NA,NA,NA
"1053","Tomsk Region",2001,"region",4055.1,2851,1198.5,9.7,NA,16.7,NA,NA,NA,13.4,236,158,NA,NA,NA,NA,469,NA,NA,NA
"1054","Tomsk Region",2002,"region",5235.2,3954,1547.4,10.5,NA,17.9,NA,NA,NA,14.4,186,126,NA,337,1046,709,439,NA,NA,NA
"1055","Tomsk Region",2003,"region",6685.4,5407,1860.2,10.6,NA,17.2,NA,NA,NA,14.5,155,147,NA,NA,NA,NA,347,NA,NA,NA
"1056","Tomsk Region",2004,"region",7972.2,6473,2218.1,11.2,NA,13.8,NA,NA,NA,14,292,154,NA,NA,NA,NA,305,NA,NA,NA
"1057","Tomsk Region",2005,"region",9609.9,8076,2781.6,10.7,NA,13.2,59.12,65,71.4,14.5,270,167,463,NA,NA,NA,346,443,19,NA
"1058","Tomsk Region",2006,"region",11317.2,9896,3120.6,11.1,NA,13.8,NA,NA,NA,13.5,290,218,NA,NA,NA,NA,347,NA,NA,NA
"1059","Tomsk Region",2007,"region",14429,11890,4033.3,12,NA,11.1,NA,NA,NA,12.8,339,245,NA,NA,NA,NA,368,NA,NA,NA
"1060","Tomsk Region",2008,"region",17675.3,13482,4997.7,12.8,NA,10.9,NA,NA,NA,12.9,302,249,NA,NA,NA,NA,597,NA,NA,NA
"1061","Tomsk Region",2009,"region",19340,13847,6767.1,13.2,NA,10.4,62.16,68.06,74.18,12.9,241,286,540,NA,NA,NA,760,468,34,NA
"1062","Tomsk Region",2010,"region",21450.2,15098,8304.3,13.1,NA,6.5,NA,NA,NA,12.6,284,57,592,312,1046,734,34,476,17,NA
"1063","Tomsk Region",2011,"region",24001,NA,9051.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064","Tula Region",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,1862,1507,NA,NA,NA,NA
"1065","Tula Region",1990,"region",NA,NA,NA,10.2,NA,15,NA,NA,NA,14.5,246,516,NA,NA,NA,NA,276,NA,NA,NA
"1066","Tula Region",1995,"region",NA,399,NA,7.3,NA,20.1,NA,NA,NA,19.4,177,434,991,NA,NA,NA,409,535,36,NA
"1067","Tula Region",2000,"region",1654.9,1486,839.4,6.8,NA,19.5,56.36,63.09,70.84,21,211,382,NA,NA,NA,NA,185,NA,NA,NA
"1068","Tula Region",2001,"region",2408.8,2015,1164.4,7.2,NA,16.6,NA,NA,NA,21.5,154,562,NA,NA,NA,NA,203,NA,NA,NA
"1069","Tula Region",2002,"region",3270.5,2620,1467.3,7.4,NA,13.3,NA,NA,NA,21.8,162,581,NA,309,1676,1367,731,NA,NA,NA
"1070","Tula Region",2003,"region",4205.5,3383,1749.6,7.9,NA,12.1,NA,NA,NA,22.6,183,585,NA,NA,NA,NA,447,NA,NA,NA
"1071","Tula Region",2004,"region",5172.3,3989,1997.1,7.9,NA,11.7,NA,NA,NA,21.7,197,578,NA,NA,NA,NA,271,NA,NA,NA
"1072","Tula Region",2005,"region",6412.4,5028,2495.7,7.8,NA,10.9,55.83,62.85,70.99,22,196,580,1017,NA,NA,NA,445,550,30,NA
"1073","Tula Region",2006,"region",7851,6636,2786.5,8,NA,8.9,NA,NA,NA,20.9,203,644,NA,NA,NA,NA,636,NA,NA,NA
"1074","Tula Region",2007,"region",10137.1,8373,3608.1,8.4,NA,9.4,NA,NA,NA,20.4,211,674,NA,NA,NA,NA,472,NA,NA,NA
"1075","Tula Region",2008,"region",12994.1,11388,4443.2,9,NA,7.4,NA,NA,NA,20.4,267,640,NA,NA,NA,NA,963,NA,NA,NA
"1076","Tula Region",2009,"region",14338.3,13393,6026.1,9.5,NA,7.6,60.02,66.69,73.66,19.4,230,608,1064,NA,NA,NA,600,557,29,NA
"1077","Tula Region",2010,"region",15640.7,15358,7439.6,9.5,NA,7.1,NA,NA,NA,19.3,209,15,1064,320,1554,1234,46,557,29,NA
"1078","Tula Region",2011,"region",17225.1,NA,8111.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1079","Tver Region",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,1663,1183,NA,NA,NA,NA
"1080","Tver Region",1990,"region",NA,NA,NA,11.5,NA,19.3,NA,NA,NA,14.9,276,494,NA,NA,NA,NA,300,NA,NA,NA
"1081","Tver Region",1995,"region",NA,351,NA,7.6,NA,19.3,NA,NA,NA,19.9,179,478,1208,NA,NA,NA,228,571,21,NA
"1082","Tver Region",2000,"region",1574.5,1254,840.7,7.5,NA,17,55.67,62.46,70.44,21.6,148,335,NA,NA,NA,NA,561,NA,NA,NA
"1083","Tver Region",2001,"region",2343.2,1690,1167.6,8,NA,16.3,NA,NA,NA,22.9,133,354,NA,NA,NA,NA,320,NA,NA,NA
"1084","Tver Region",2002,"region",3306.5,2349,1474.8,8.7,NA,14.7,NA,NA,NA,23.9,145,343,NA,395,1471,1076,725,NA,NA,NA
"1085","Tver Region",2003,"region",4267.9,3021,1760.9,9.2,NA,13.5,NA,NA,NA,24.1,139,356,NA,NA,NA,NA,312,NA,NA,NA
"1086","Tver Region",2004,"region",5385.9,3956,2013.7,9.5,NA,11.8,NA,NA,NA,23.2,143,359,NA,NA,NA,NA,254,NA,NA,NA
"1087","Tver Region",2005,"region",6486.3,5637,2505.5,9.3,NA,13.4,54.34,61.4,69.75,23.1,163,428,1243,NA,NA,NA,573,1067,24,NA
"1088","Tver Region",2006,"region",8040.3,7311,2791.7,9.5,NA,10.5,NA,NA,NA,21.8,174,419,NA,NA,NA,NA,439,NA,NA,NA
"1089","Tver Region",2007,"region",10177,8592,3597.7,10.2,NA,9.8,NA,NA,NA,20.6,186,416,NA,NA,NA,NA,391,NA,NA,NA
"1090","Tver Region",2008,"region",13064.7,10856,4430,10.7,NA,7.6,NA,NA,NA,20.7,182,363,NA,NA,NA,NA,505,NA,NA,NA
"1091","Tver Region",2009,"region",14160.7,12234,5989.2,11.1,NA,9.1,58.6,65.3,72.5,20,181,335,1573,NA,NA,NA,504,1249,39,NA
"1092","Tver Region",2010,"region",16155.3,13925,7436.5,11,NA,7.8,NA,NA,NA,20.1,181,49,1669,342,1354,1012,55,1275,19,NA
"1093","Tver Region",2011,"region",17747.3,NA,8083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1094","Tyumen Region",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,737,3098,2361,NA,NA,NA,NA
"1095","Tyumen Region",1990,"region",NA,NA,NA,15.9,NA,18.4,NA,NA,NA,6.3,117,249,NA,NA,NA,NA,292,NA,NA,NA
"1096","Tyumen Region",1995,"region",NA,1083,NA,10.6,NA,21.3,NA,NA,NA,9.8,91,237,1389,NA,NA,NA,284,1399,55,NA
"1097","Tyumen Region",2000,"region",6706.8,4935,874.2,10.6,NA,13.3,59.74,65.9,72.76,9.3,72,323,NA,NA,NA,NA,280,NA,NA,NA
"1098","Tyumen Region",2001,"region",9980,7109,1199.3,11.4,NA,11.8,NA,NA,NA,9.6,90,282,NA,NA,NA,NA,358,NA,NA,NA
"1099","Tyumen Region",2002,"region",12083.3,8559,1642.1,12.4,NA,10.4,NA,NA,NA,9.9,99,262,NA,739,3265,2526,799,NA,NA,NA
"1100","Tyumen Region",2003,"region",14584.1,10555,1992.2,12.9,NA,9.6,NA,NA,NA,9.9,98,294,NA,NA,NA,NA,855,NA,NA,NA
"1101","Tyumen Region",2004,"region",16956.5,12191,2507.3,13.3,NA,9.7,NA,NA,NA,9.7,110,318,NA,NA,NA,NA,852,NA,NA,NA
"1102","Tyumen Region",2005,"region",19838.4,14873,3179.8,13,NA,8.5,60.74,66.76,73.38,9.8,115,397,1875,NA,NA,NA,572,1865,34,NA
"1103","Tyumen Region",2006,"region",23728.7,18622,3578,13.2,NA,8.4,NA,NA,NA,9.3,125,445,NA,NA,NA,NA,658,NA,NA,NA
"1104","Tyumen Region",2007,"region",28565,22519,4634.2,14.3,NA,7.4,NA,NA,NA,9,133,299,NA,NA,NA,NA,709,NA,NA,NA
"1105","Tyumen Region",2008,"region",33876.5,27612,5839.7,15.1,NA,7.1,NA,NA,NA,9.1,140,243,NA,NA,NA,NA,705,NA,NA,NA
"1106","Tyumen Region",2009,"region",34773,27318,7981.4,15.5,NA,6.1,63.99,69.49,75.1,8.8,151,279,2215,NA,NA,NA,798,2202,39,NA
"1107","Tyumen Region",2010,"region",38212.7,28049,9716.2,16.1,NA,6.2,NA,NA,NA,9,160,59,2313,742,3395,2653,32,2454,24,NA
"1108","Tyumen Region",2011,"region",42289,NA,10663.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109","Tyva",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,308,144,NA,NA,NA,NA
"1110","Tyva",1990,"region",NA,NA,NA,26.3,NA,33.1,NA,NA,NA,8.6,352,307,NA,NA,NA,NA,366,NA,NA,NA
"1111","Tyva",1995,"region",NA,319,NA,20.3,NA,28,NA,NA,NA,13.2,200,484,684,NA,NA,NA,214,163,3,NA
"1112","Tyva",2000,"region",1582,1168,759.6,15.9,NA,30,49.68,55.16,61.45,13.6,193,643,NA,NA,NA,NA,26,NA,NA,NA
"1113","Tyva",2001,"region",2385,1638,914.5,16.3,NA,28,NA,NA,NA,13.6,190,612,NA,NA,NA,NA,29,NA,NA,NA
"1114","Tyva",2002,"region",3757.9,2402,1232.5,18.8,NA,27.8,NA,NA,NA,15,198,605,NA,149,306,157,26,NA,NA,NA
"1115","Tyva",2003,"region",4698.1,2873,1461.5,20.5,NA,27.6,NA,NA,NA,15.1,117,670,NA,NA,NA,NA,36,NA,NA,NA
"1116","Tyva",2004,"region",5469.9,3385,1868.9,20,NA,20.4,NA,NA,NA,13.3,86,524,NA,NA,NA,NA,23,NA,NA,NA
"1117","Tyva",2005,"region",6814.4,4099,2421.6,19.4,NA,19.3,50.73,56.01,61.75,14,122,467,355,NA,NA,NA,58,191,10,NA
"1118","Tyva",2006,"region",8647.2,4720,2664.7,19.3,NA,15.1,NA,NA,NA,12.3,183,440,NA,NA,NA,NA,58,NA,NA,NA
"1119","Tyva",2007,"region",10701.6,5817,3618,24.4,NA,16.3,NA,NA,NA,11.9,121,1181,NA,NA,NA,NA,156,NA,NA,NA
"1120","Tyva",2008,"region",13614.6,7871,4426.5,25.2,NA,13.2,NA,NA,NA,11.3,108,810,NA,NA,NA,NA,213,NA,NA,NA
"1121","Tyva",2009,"region",16154.6,9749,6153.3,26.1,NA,16.1,54.39,60.04,65.98,11.6,81,148,365,NA,NA,NA,248,193,12,NA
"1122","Tyva",2010,"region",17530,10050,7154.9,26.9,NA,13,NA,NA,NA,11.6,49,73,365,145,308,163,74,199,13,NA
"1123","Tyva",2011,"region",19163.1,NA,7833.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124","Udmurt Republic",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486,1606,1120,NA,NA,NA,NA
"1125","Udmurt Republic",1990,"region",NA,NA,NA,15.1,NA,14.6,NA,NA,NA,9.8,387,276,NA,NA,NA,NA,284,NA,NA,NA
"1126","Udmurt Republic",1995,"region",NA,324,NA,9.6,NA,18.4,NA,NA,NA,13.9,296,304,440,NA,NA,NA,380,571,14,NA
"1127","Udmurt Republic",2000,"region",1741.5,1514,822.5,10.2,NA,13.8,59.51,65.82,72.45,13.7,293,336,NA,NA,NA,NA,290,NA,NA,NA
"1128","Udmurt Republic",2001,"region",2594.8,2025,1132.1,10.5,NA,13.9,NA,NA,NA,14.4,286,417,NA,NA,NA,NA,290,NA,NA,NA
"1129","Udmurt Republic",2002,"region",3444.6,2533,1436.6,11.3,NA,14.2,NA,NA,NA,15.6,279,431,NA,476,1570,1094,287,NA,NA,NA
"1130","Udmurt Republic",2003,"region",4349.9,3098,1715,11.5,NA,13.1,NA,NA,NA,15.7,278,430,NA,NA,NA,NA,259,NA,NA,NA
"1131","Udmurt Republic",2004,"region",5130.5,3685,1969,11.7,NA,12.1,NA,NA,NA,15.4,278,447,NA,NA,NA,NA,391,NA,NA,NA
"1132","Udmurt Republic",2005,"region",6373.3,4661,2472.5,11.1,NA,11.6,57.38,64.34,72.12,15.5,271,476,864,NA,NA,NA,491,733,24,NA
"1133","Udmurt Republic",2006,"region",7798.4,6266,2763.7,11.3,NA,10.8,NA,NA,NA,14.3,247,432,NA,NA,NA,NA,454,NA,NA,NA
"1134","Udmurt Republic",2007,"region",9838.6,7826,3568.3,12.8,NA,7.9,NA,NA,NA,14.2,276,447,NA,NA,NA,NA,513,NA,NA,NA
"1135","Udmurt Republic",2008,"region",12153.8,9587,4401.4,13.3,NA,8.7,NA,NA,NA,14,233,469,NA,NA,NA,NA,506,NA,NA,NA
"1136","Udmurt Republic",2009,"region",13099.1,11055,5963.9,13.8,NA,7.7,61.64,68.26,75.04,13.2,252,471,1224,NA,NA,NA,786,999,33,NA
"1137","Udmurt Republic",2010,"region",14291.1,12423,7380.7,14.2,NA,6.6,NA,NA,NA,13.9,250,25,1260,469,1523,1054,33,1020,35,NA
"1138","Udmurt Republic",2011,"region",15843.3,NA,8045.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139","Ulyanovsk Region",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401,1396,995,NA,NA,NA,NA
"1140","Ulyanovsk Region",1990,"region",NA,NA,NA,14.1,NA,19.1,NA,NA,NA,11.3,240,786,NA,NA,NA,NA,261,NA,NA,NA
"1141","Ulyanovsk Region",1995,"region",NA,316,NA,9,NA,21.8,NA,NA,NA,13.6,113,308,812,NA,NA,NA,540,648,38,NA
"1142","Ulyanovsk Region",2000,"region",1429,1277,802.3,8.1,NA,16.3,59.38,65.89,73.03,15.6,142,510,NA,NA,NA,NA,486,NA,NA,NA
"1143","Ulyanovsk Region",2001,"region",2035.2,1717,1099.6,8.1,NA,15.8,NA,NA,NA,15.8,121,439,NA,NA,NA,NA,349,NA,NA,NA
"1144","Ulyanovsk Region",2002,"region",2867.1,2379,1392.2,8.8,NA,15,NA,NA,NA,16.8,118,435,NA,371,1383,1012,1521,NA,NA,NA
"1145","Ulyanovsk Region",2003,"region",3621.4,3063,1659.2,8.9,NA,12.2,NA,NA,NA,17.3,123,414,NA,NA,NA,NA,1093,NA,NA,NA
"1146","Ulyanovsk Region",2004,"region",4372.3,3669,1893.6,9,NA,10.9,NA,NA,NA,16.8,112,436,NA,NA,NA,NA,691,NA,NA,NA
"1147","Ulyanovsk Region",2005,"region",5343.8,4590,2367.4,8.6,NA,12.9,58.62,65.24,72.63,16.9,115,471,968,NA,NA,NA,853,730,29,NA
"1148","Ulyanovsk Region",2006,"region",6708,6157,2635.2,8.7,NA,10.1,NA,NA,NA,16.4,122,470,NA,NA,NA,NA,936,NA,NA,NA
"1149","Ulyanovsk Region",2007,"region",8412.7,7786,3409.3,9.3,NA,9.2,NA,NA,NA,15.8,129,528,NA,NA,NA,NA,1467,NA,NA,NA
"1150","Ulyanovsk Region",2008,"region",10895,9756,4191.5,10.3,NA,9.6,NA,NA,NA,15.3,124,533,NA,NA,NA,NA,821,NA,NA,NA
"1151","Ulyanovsk Region",2009,"region",11731.4,10791,5672.1,10.5,NA,7.8,62.62,68.75,75,14.9,150,568,1150,NA,NA,NA,667,771,36,NA
"1152","Ulyanovsk Region",2010,"region",13339,12905,7004.1,10.6,NA,6.4,NA,NA,NA,15.8,159,18,1185,343,1292,949,41,768,18,NA
"1153","Ulyanovsk Region",2011,"region",15008.6,NA,7608.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1154","Vladimir Region",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,1649,1302,NA,NA,NA,NA
"1155","Vladimir Region",1990,"region",NA,NA,NA,12.1,NA,14.8,NA,NA,NA,12.5,179,1165,NA,NA,NA,NA,310,NA,NA,NA
"1156","Vladimir Region",1995,"region",NA,318,NA,7.7,NA,15.5,NA,NA,NA,16.6,85,412,892,NA,NA,NA,280,477,33,NA
"1157","Vladimir Region",2000,"region",1573.4,1280,843.8,7.6,NA,14.5,56.46,63.44,71.5,19.1,94,785,NA,NA,NA,NA,215,NA,NA,NA
"1158","Vladimir Region",2001,"region",2291.7,1666,1179,8.1,NA,14.6,NA,NA,NA,19.7,95,1051,NA,NA,NA,NA,203,NA,NA,NA
"1159","Vladimir Region",2002,"region",3165.7,2158,1494.8,8.6,NA,13.1,NA,NA,NA,20.8,88,1066,NA,310,1524,1214,343,NA,NA,NA
"1160","Vladimir Region",2003,"region",4024.6,2842,1781.7,9.3,NA,9.3,NA,NA,NA,20.8,89,1156,NA,NA,NA,NA,215,NA,NA,NA
"1161","Vladimir Region",2004,"region",4750.9,3382,2039.1,9.4,NA,10,NA,NA,NA,20.2,96,1114,NA,NA,NA,NA,201,NA,NA,NA
"1162","Vladimir Region",2005,"region",6066.8,4141,2535.6,9.2,NA,9.3,56.21,63.28,71.31,20.3,102,1233,1286,NA,NA,NA,226,610,33,NA
"1163","Vladimir Region",2006,"region",7434.9,5685,2828.5,9.5,NA,7.8,NA,NA,NA,19.3,106,1331,NA,NA,NA,NA,232,NA,NA,NA
"1164","Vladimir Region",2007,"region",9688.1,7096,3634.3,10.2,NA,7.1,NA,NA,NA,18.7,113,1459,NA,NA,NA,NA,283,NA,NA,NA
"1165","Vladimir Region",2008,"region",12126.1,9596,4476.8,10.8,NA,9.4,NA,NA,NA,18.8,125,1379,NA,NA,NA,NA,239,NA,NA,NA
"1166","Vladimir Region",2009,"region",13131.2,10970,6048.3,10.8,NA,7.1,59.45,66.23,73.34,18.4,124,1375,1370,NA,NA,NA,248,674,44,NA
"1167","Vladimir Region",2010,"region",14484.4,12424,7514.7,10.7,NA,7,NA,NA,NA,18,115,3,1381,323,1445,1122,73,673,33,NA
"1168","Vladimir Region",2011,"region",16313.9,NA,8164.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169","Volgograd Region",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631,2593,1962,NA,NA,NA,NA
"1170","Volgograd Region",1990,"region",NA,NA,NA,13,NA,14.9,NA,NA,NA,11.7,312,2763,NA,NA,NA,NA,368,NA,NA,NA
"1171","Volgograd Region",1995,"region",NA,327,NA,9,NA,19.1,NA,NA,NA,14.5,185,2610,1719,NA,NA,NA,305,915,39,NA
"1172","Volgograd Region",2000,"region",1690.4,1578,801.7,8.2,NA,17.4,60.09,66.44,73.38,15.2,188,555,NA,NA,NA,NA,479,NA,NA,NA
"1173","Volgograd Region",2001,"region",2392.5,2163,1113.9,8.5,NA,17,NA,NA,NA,15.6,200,633,NA,NA,NA,NA,444,NA,NA,NA
"1174","Volgograd Region",2002,"region",3132.7,2952,1425.3,9.1,NA,13.4,NA,NA,NA,15.9,164,558,NA,669,2699,2030,664,NA,NA,NA
"1175","Volgograd Region",2003,"region",3989.3,3803,1709.3,9.3,NA,14.7,NA,NA,NA,16.1,159,594,NA,NA,NA,NA,678,NA,NA,NA
"1176","Volgograd Region",2004,"region",4885.1,4648,1970.7,9.6,NA,14.5,NA,NA,NA,15.4,175,1154,NA,NA,NA,NA,475,NA,NA,NA
"1177","Volgograd Region",2005,"region",6160,5915,2460.1,9.4,NA,11.3,60.75,67.02,73.8,15.7,162,1192,1850,NA,NA,NA,605,992,44,NA
"1178","Volgograd Region",2006,"region",7746.6,7911,2744.1,9.8,NA,11.2,NA,NA,NA,15.3,157,1141,NA,NA,NA,NA,508,NA,NA,NA
"1179","Volgograd Region",2007,"region",9770.2,9453,3535.5,10.7,NA,10.9,NA,NA,NA,14.6,163,1175,NA,NA,NA,NA,703,NA,NA,NA
"1180","Volgograd Region",2008,"region",12001.8,10903,4349.2,11.3,NA,12,NA,NA,NA,14.5,151,1167,NA,NA,NA,NA,899,NA,NA,NA
"1181","Volgograd Region",2009,"region",13256.5,12635,5868.5,11.4,NA,9.8,63.61,69.49,75.47,14.5,148,1204,2002,NA,NA,NA,849,1059,71,NA
"1182","Volgograd Region",2010,"region",14856.1,14122,7227.3,11.3,NA,9.8,NA,NA,NA,14.6,153,4,2085,627,2611,1984,29,1069,35,NA
"1183","Volgograd Region",2011,"region",16191.5,NA,7845.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1184","Vologda Region",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474,1349,875,NA,NA,NA,NA
"1185","Vologda Region",1990,"region",NA,NA,NA,13.4,NA,17.7,NA,NA,NA,12,321,1107,NA,NA,NA,NA,385,NA,NA,NA
"1186","Vologda Region",1995,"region",NA,505,NA,8.7,NA,17.4,NA,NA,NA,16.4,127,534,572,NA,NA,NA,403,508,17,NA
"1187","Vologda Region",2000,"region",2561.9,2023,875.1,8.8,NA,16,59.17,65.65,73.05,16,146,654,NA,NA,NA,NA,542,NA,NA,NA
"1188","Vologda Region",2001,"region",3510.8,2719,1212.2,9.4,NA,17.3,NA,NA,NA,17.4,158,805,NA,NA,NA,NA,589,NA,NA,NA
"1189","Vologda Region",2002,"region",4497,3481,1542.3,10.1,NA,13.8,NA,NA,NA,18.4,158,826,NA,393,1269,876,994,NA,NA,NA
"1190","Vologda Region",2003,"region",5497.5,4412,1837.6,10.4,NA,12.6,NA,NA,NA,19.8,136,846,NA,NA,NA,NA,988,NA,NA,NA
