"","region_en","year","level","average_nominal_monthly_salary","average_percapita_income","average_size_of_pensions","crude_birth_rate","gross_regional_product","infant_mortality_rate","life_expectancy_men","life_expectancy_total","life_expectancy_women","mortality_rate","number_of_theater_goers_per_1000_population","number_of_visits_to_museums_per_1000_population","planar_sports_facilities_(playgrounds_and_fields)","population_rural","population_total","population_urban","publication_of_newspapers_per_1000_people","sports_halls","stadiums_with_stands_for_1500_seats_or_more","swimming_pools"
"177","Chelyabinsk region",2009,"region",15021.2,15106,6063.3,13,NA,8.4,62.12,68.26,74.47,14.3,200,178,3284,NA,NA,NA,920,1744,90,NA
"178","Chelyabinsk region",2010,"region",17370.2,16714,7492,13.4,NA,7.6,NA,NA,NA,14.4,217,71,3300,627,3479,2852,26,1806,56,NA
"179","Chelyabinsk region",2011,"region",20015,NA,8158.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Chukotka Autonomous Okrug",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,164,119,NA,NA,NA,NA
"181","Chukotka Autonomous Okrug",1990,"region",NA,NA,NA,13.8,NA,18.5,NA,NA,NA,3.7,NA,233,NA,NA,NA,NA,NA,NA,NA,NA
"182","Chukotka Autonomous Okrug",1995,"region",NA,1131,NA,10.4,NA,34,NA,NA,NA,9.1,NA,199,11,NA,NA,NA,111,59,2,NA
"183","Chukotka Autonomous Okrug",2000,"region",5686.5,4732,1188.7,11.5,NA,23.4,54.91,60.17,67.07,9.6,NA,426,NA,NA,NA,NA,50,NA,NA,NA
"184","Chukotka Autonomous Okrug",2001,"region",8215.5,7952,1540.4,12.7,NA,42.1,NA,NA,NA,12.4,NA,559,NA,NA,NA,NA,166,NA,NA,NA
"185","Chukotka Autonomous Okrug",2002,"region",13501.7,11313,2133.9,12,NA,32.2,NA,NA,NA,11.3,NA,604,NA,18,54,36,191,NA,NA,NA
"186","Chukotka Autonomous Okrug",2003,"region",17270.7,13664,2600.8,13,NA,28,NA,NA,NA,10.7,NA,754,NA,NA,NA,NA,215,NA,NA,NA
"187","Chukotka Autonomous Okrug",2004,"region",18618.2,15042,3670.2,15.4,NA,20.9,NA,NA,NA,12.2,NA,840,NA,NA,NA,NA,NA,NA,NA,NA
"188","Chukotka Autonomous Okrug",2005,"region",23314.4,20253,4654.5,15.7,NA,17.6,54.06,58.09,63.06,11.8,NA,748,24,NA,NA,NA,178,56,NA,NA
"189","Chukotka Autonomous Okrug",2006,"region",25703,24320,5319.4,15.3,NA,23.2,NA,NA,NA,11.6,NA,772,NA,NA,NA,NA,177,NA,NA,NA
"190","Chukotka Autonomous Okrug",2007,"region",30859.1,27858,6892.8,15.9,NA,17.6,NA,NA,NA,11.8,NA,685,NA,NA,NA,NA,243,NA,NA,NA
"191","Chukotka Autonomous Okrug",2008,"region",38317.4,32140,8594,15.1,NA,9.2,NA,NA,NA,12.4,NA,660,NA,NA,NA,NA,239,NA,NA,NA
"192","Chukotka Autonomous Okrug",2009,"region",42533.9,35390,11663.4,14.2,NA,12.6,53.75,58.22,64.62,13,NA,601,4,NA,NA,NA,223,58,1,NA
"193","Chukotka Autonomous Okrug",2010,"region",46865.7,37422,13834.9,14.7,NA,21.8,NA,NA,NA,13.8,NA,16,5,18,51,33,77,56,NA,NA
"194","Chukotka Autonomous Okrug",2011,"region",53369.3,NA,15211.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Chuvash Republic",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567,1338,771,NA,NA,NA,NA
"196","Chuvash Republic",1990,"region",NA,NA,NA,15.8,NA,13.6,NA,NA,NA,10.1,457,410,NA,NA,NA,NA,431,NA,NA,NA
"197","Chuvash Republic",1995,"region",NA,305,NA,10.3,NA,16.1,NA,NA,NA,13.2,186,196,1666,NA,NA,NA,477,584,7,NA
"198","Chuvash Republic",2000,"region",1196.2,1140,742.6,9.3,NA,12.9,60.1,66.39,72.99,14,228,179,NA,NA,NA,NA,470,NA,NA,NA
"199","Chuvash Republic",2001,"region",1726.4,1553,1028.1,9.1,NA,14.2,NA,NA,NA,14.3,251,251,NA,NA,NA,NA,491,NA,NA,NA
"200","Chuvash Republic",2002,"region",2461.3,2070,1316.1,9.8,NA,11.4,NA,NA,NA,15.1,232,189,NA,517,1314,797,819,NA,NA,NA
"201","Chuvash Republic",2003,"region",3215,2749,1572.1,10.1,NA,8.8,NA,NA,NA,15.3,245,179,NA,NA,NA,NA,869,NA,NA,NA
"202","Chuvash Republic",2004,"region",4048.2,3188,1797.3,10.5,NA,9.3,NA,NA,NA,14.9,253,184,NA,NA,NA,NA,973,NA,NA,NA
"203","Chuvash Republic",2005,"region",5073.1,3925,2266.9,10.1,NA,7.8,59.89,66.38,73.47,15.2,249,219,2068,NA,NA,NA,1033,682,10,NA
"204","Chuvash Republic",2006,"region",6436.7,5384,2530,10.3,NA,9.1,NA,NA,NA,14.7,259,199,NA,NA,NA,NA,928,NA,NA,NA
"205","Chuvash Republic",2007,"region",8703.2,6750,3300.9,11.6,NA,6.5,NA,NA,NA,14.5,236,218,NA,NA,NA,NA,989,NA,NA,NA
"206","Chuvash Republic",2008,"region",11146.6,8594,4057.8,11.7,NA,5.9,NA,NA,NA,14.4,240,223,NA,NA,NA,NA,1249,NA,NA,NA
"207","Chuvash Republic",2009,"region",11529,9423,5516.7,12.6,NA,6.7,62.89,68.98,75.28,13.7,276,229,2175,NA,NA,NA,1126,709,10,NA
"208","Chuvash Republic",2010,"region",13004.4,10885,6799.8,12.9,NA,5.4,NA,NA,NA,14.5,279,65,2210,516,1252,736,20,714,11,NA
"209","Chuvash Republic",2011,"region",14896.3,NA,7411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Dagestan",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1023,1802,779,NA,NA,NA,NA
"211","Dagestan",1990,"region",NA,NA,NA,26.1,NA,20.3,NA,NA,NA,6.2,268,150,NA,NA,NA,NA,255,NA,NA,NA
"212","Dagestan",1995,"region",NA,182,NA,20.7,NA,17.6,NA,NA,NA,7.1,188,71,1766,NA,NA,NA,63,360,11,NA
"213","Dagestan",2000,"region",878.7,861,636,15.5,NA,18.5,66.83,70.98,74.95,6.5,128,84,NA,NA,NA,NA,67,NA,NA,NA
"214","Dagestan",2001,"region",1171.9,1141,888.9,15.3,NA,17.8,NA,NA,NA,6.1,128,141,NA,NA,NA,NA,108,NA,NA,NA
"215","Dagestan",2002,"region",1834.3,1534,1146.1,16.1,NA,17.9,NA,NA,NA,6.2,125,125,NA,1474,2577,1103,237,NA,NA,NA
"216","Dagestan",2003,"region",2409.2,2125,1370.5,16,NA,14.5,NA,NA,NA,6.1,135,123,NA,NA,NA,NA,1357,NA,NA,NA
"217","Dagestan",2004,"region",3000.1,3311,1562.3,15.9,NA,16.1,NA,NA,NA,6,125,125,NA,NA,NA,NA,1360,NA,NA,NA
"218","Dagestan",2005,"region",3659.8,4457,2024.4,15.5,NA,13.6,69.12,73.29,77.31,5.9,114,139,2229,NA,NA,NA,187,1121,16,NA
"219","Dagestan",2006,"region",4530,6261,2242.9,15.3,NA,14.8,NA,NA,NA,6,115,134,NA,NA,NA,NA,181,NA,NA,NA
"220","Dagestan",2007,"region",5696.4,7981,3005.3,17,NA,14.7,NA,NA,NA,5.7,128,140,NA,NA,NA,NA,185,NA,NA,NA
"221","Dagestan",2008,"region",7595.1,10962,3612.3,18.3,NA,13,NA,NA,NA,5.9,123,136,NA,NA,NA,NA,121,NA,NA,NA
"222","Dagestan",2009,"region",9125.3,13849,4976.7,18.5,NA,14.9,70.22,73.98,77.62,6.1,122,167,1765,NA,NA,NA,106,1029,21,NA
"223","Dagestan",2010,"region",10243.5,15213,5835.8,17.5,NA,14.3,NA,NA,NA,5.7,105,72,1844,1630,2978,1348,81,760,12,NA
"224","Dagestan",2011,"region",11235.8,NA,6336.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Ingushetia",1990,"region",NA,NA,NA,24.1,NA,NA,NA,NA,NA,8.3,277,212,NA,NA,NA,NA,202,NA,NA,NA
"226","Ingushetia",1995,"region",NA,NA,NA,25.3,NA,NA,NA,NA,NA,6.8,114,59,NA,NA,NA,NA,11,NA,NA,NA
"227","Ingushetia",2000,"region",1243.6,NA,NA,21.5,NA,NA,NA,NA,NA,5.4,121,136,NA,NA,NA,NA,23,NA,NA,NA
"228","Ingushetia",2001,"region",1758.2,NA,NA,19.4,NA,NA,NA,NA,NA,4.2,143,100,NA,NA,NA,NA,NA,NA,NA,NA
"229","Ingushetia",2002,"region",2729.2,NA,NA,16.4,NA,NA,NA,NA,NA,4.1,76,109,NA,NA,NA,NA,NA,NA,NA,NA
"230","Ingushetia",2003,"region",3576,NA,NA,14.9,NA,NA,NA,NA,NA,3.8,65,62,NA,NA,NA,NA,NA,NA,NA,NA
"231","Ingushetia",2004,"region",4002.8,NA,NA,14.2,NA,NA,NA,NA,NA,3.7,42,91,NA,NA,NA,NA,4,NA,NA,NA
"232","Ingushetia",2005,"region",5448.9,NA,NA,14,NA,NA,NA,NA,NA,3.8,46,532,NA,NA,NA,NA,6,NA,NA,NA
"233","Ingushetia",2006,"region",6432,NA,NA,15.1,NA,NA,NA,NA,NA,3.7,76,74,NA,NA,NA,NA,16,NA,NA,NA
"234","Ingushetia",2007,"region",7285.4,NA,NA,16.7,NA,NA,NA,NA,NA,3.3,50,168,NA,NA,NA,NA,33,NA,NA,NA
"235","Ingushetia",2008,"region",8913.8,NA,NA,18.3,NA,NA,NA,NA,NA,3.1,49,506,NA,NA,NA,NA,27,NA,NA,NA
"236","Ingushetia",2009,"region",10957.6,NA,NA,18.7,NA,NA,NA,NA,NA,3.7,42,659,NA,NA,NA,NA,46,NA,NA,NA
"237","Ingushetia",2010,"region",12855.3,NA,NA,27.3,NA,NA,NA,NA,NA,4.5,65,13,NA,NA,NA,NA,83,NA,NA,NA
"238","Ingushetia",2011,"region",14513.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Irkutsk Oblast",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,2825,2273,NA,NA,NA,NA
"240","Irkutsk Oblast",1990,"region",NA,NA,NA,16.2,NA,20,NA,NA,NA,10,262,491,NA,NA,NA,NA,293,NA,NA,NA
"241","Irkutsk Oblast",1995,"region",NA,593,NA,10.9,NA,18.1,NA,NA,NA,15,184,396,1364,NA,NA,NA,666,921,74,NA
"242","Irkutsk Oblast",2000,"region",2694.7,2374,851,10.7,NA,16.1,54.56,61.23,69.01,15.5,159,383,NA,NA,NA,NA,476,NA,NA,NA
"243","Irkutsk Oblast",2001,"region",3642.7,2879,1152.5,11.2,NA,17.3,NA,NA,NA,15.8,160,478,NA,NA,NA,NA,497,NA,NA,NA
"244","Irkutsk Oblast",2002,"region",5024.7,3610,1486.5,11.8,NA,15.4,NA,NA,NA,16.5,164,377,NA,534,2582,2048,1088,NA,NA,NA
"245","Irkutsk Oblast",2003,"region",6137.6,4550,1777.8,12.3,NA,13.7,NA,NA,NA,16.9,154,427,NA,NA,NA,NA,779,NA,NA,NA
"246","Irkutsk Oblast",2004,"region",7329.3,5419,2088.5,12.4,NA,12.6,NA,NA,NA,16.5,154,408,NA,NA,NA,NA,762,NA,NA,NA
"247","Irkutsk Oblast",2005,"region",9125.3,7041,2614.4,11.9,NA,12.5,53.4,60.43,68.68,17,163,438,1493,NA,NA,NA,765,1021,47,NA
"248","Irkutsk Oblast",2006,"region",11103.1,8684,2922.1,12.3,NA,11.8,NA,NA,NA,15.1,177,386,NA,NA,NA,NA,1003,NA,NA,NA
"249","Irkutsk Oblast",2007,"region",13770,10078,3793.2,13.8,NA,10.7,NA,NA,NA,14,191,399,NA,NA,NA,NA,1040,NA,NA,NA
"250","Irkutsk Oblast",2008,"region",17072.1,12882,4695.4,15,NA,9.4,NA,NA,NA,14.1,178,385,NA,NA,NA,NA,842,NA,NA,NA
"251","Irkutsk Oblast",2009,"region",18192.9,13578,6380.2,15.2,NA,10.1,59.04,65.45,72.1,13.9,185,404,1609,NA,NA,NA,743,1222,49,NA
"252","Irkutsk Oblast",2010,"region",20475.6,14965,7799.3,15.2,NA,9.8,NA,NA,NA,14.4,201,37,1652,497,2429,1932,37,1230,25,NA
"253","Irkutsk Oblast",2011,"region",22647.7,NA,8503.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Ivanovo region",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,1294,1064,NA,NA,NA,NA
"255","Ivanovo region",1990,"region",NA,NA,NA,11.6,NA,16.5,NA,NA,NA,14,407,792,NA,NA,NA,NA,309,NA,NA,NA
"256","Ivanovo region",1995,"region",NA,310,NA,7.4,NA,19.6,NA,NA,NA,18.6,223,420,722,NA,NA,NA,500,406,32,NA
"257","Ivanovo region",2000,"region",1184.3,1038,852.9,7.2,NA,16.8,55.56,62.57,70.78,20.8,197,401,NA,NA,NA,NA,486,NA,NA,NA
"258","Ivanovo region",2001,"region",1763.8,1298,1190.2,7.8,NA,16.8,NA,NA,NA,20.7,186,411,NA,NA,NA,NA,408,NA,NA,NA
"259","Ivanovo region",2002,"region",2595.1,1778,1480.5,8.3,NA,15.7,NA,NA,NA,22,193,406,NA,199,1148,949,810,NA,NA,NA
"260","Ivanovo region",2003,"region",3254.6,2293,1758.1,8.8,NA,12.5,NA,NA,NA,22.1,204,400,NA,NA,NA,NA,749,NA,NA,NA
"261","Ivanovo region",2004,"region",4078.9,2859,2007.3,9,NA,10.8,NA,NA,NA,21.6,190,456,NA,NA,NA,NA,729,NA,NA,NA
"262","Ivanovo region",2005,"region",5143.7,3486,2496.3,8.7,NA,10.7,55.07,62.11,70.28,22,188,424,602,NA,NA,NA,899,387,26,NA
"263","Ivanovo region",2006,"region",6362.6,4465,2773.4,9,NA,9.1,NA,NA,NA,20,173,408,NA,NA,NA,NA,789,NA,NA,NA
"264","Ivanovo region",2007,"region",8171.6,5693,3568.7,9.8,NA,7.8,NA,NA,NA,18.8,175,384,NA,NA,NA,NA,716,NA,NA,NA
"265","Ivanovo region",2008,"region",10208.8,8354,4386.3,10.3,NA,6.6,NA,NA,NA,19.3,214,377,NA,NA,NA,NA,592,NA,NA,NA
"266","Ivanovo region",2009,"region",11487.9,9362,5912.8,10.6,NA,8,60.28,66.72,73.2,18.6,195,409,617,NA,NA,NA,420,402,33,NA
"267","Ivanovo region",2010,"region",13123.3,10980,7353.4,10.4,NA,6.7,NA,NA,NA,18.4,232,35,667,202,1062,860,59,407,25,NA
"268","Ivanovo region",2011,"region",14436.2,NA,7976.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Jewish Autonomous Region",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,214,141,NA,NA,NA,NA
"270","Jewish Autonomous Region",1990,"region",NA,NA,NA,17.8,NA,23.9,NA,NA,NA,9.6,NA,282,NA,NA,NA,NA,NA,NA,NA,NA
"271","Jewish Autonomous Region",1995,"region",NA,416,NA,11.1,NA,26.4,NA,NA,NA,13.8,72,130,151,NA,NA,NA,154,94,3,NA
"272","Jewish Autonomous Region",2000,"region",1982.4,1489,806.4,9.7,NA,20.2,56.11,61.84,68.55,14.5,34,202,NA,NA,NA,NA,170,NA,NA,NA
"273","Jewish Autonomous Region",2001,"region",2790.3,2029,1107.5,10.8,NA,19.6,NA,NA,NA,14.7,39,100,NA,NA,NA,NA,NA,NA,NA,NA
"274","Jewish Autonomous Region",2002,"region",4203.9,3081,1424.1,11.3,NA,19.9,NA,NA,NA,15.9,41,174,NA,62,191,129,NA,NA,NA,NA
"275","Jewish Autonomous Region",2003,"region",5409.6,4062,1695.5,12,NA,22.3,NA,NA,NA,16.1,53,201,NA,NA,NA,NA,NA,NA,NA,NA
"276","Jewish Autonomous Region",2004,"region",6513.8,4975,1945.9,12,NA,21.6,NA,NA,NA,17,62,264,NA,NA,NA,NA,NA,NA,NA,NA
"277","Jewish Autonomous Region",2005,"region",8190.2,6269,2435.3,11.6,NA,15.6,53.94,59.34,65.86,17.9,56,194,149,NA,NA,NA,279,102,2,NA
"278","Jewish Autonomous Region",2006,"region",9529.1,7396,2716.1,12.1,NA,14.3,NA,NA,NA,16,58,216,NA,NA,NA,NA,203,NA,NA,NA
"279","Jewish Autonomous Region",2007,"region",11968.9,8443,3548.5,13,NA,21.4,NA,NA,NA,15.1,60,238,NA,NA,NA,NA,223,NA,NA,NA
"280","Jewish Autonomous Region",2008,"region",15037.5,10877,4387.8,13.9,NA,11.7,NA,NA,NA,15.3,64,206,NA,NA,NA,NA,232,NA,NA,NA
"281","Jewish Autonomous Region",2009,"region",16890.3,13101,5964.6,13.2,NA,15,57.2,63.34,70.38,14.8,63,209,175,NA,NA,NA,180,105,6,NA
"282","Jewish Autonomous Region",2010,"region",19718,15249,7325.4,13.6,NA,10.4,NA,NA,NA,15.5,74,67,204,57,176,119,79,108,4,NA
"283","Jewish Autonomous Region",2011,"region",22927.5,NA,7986.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Kabardino-Balkaria",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,754,461,NA,NA,NA,NA
"285","Kabardino-Balkaria",1990,"region",NA,NA,NA,20,NA,19.3,NA,NA,NA,8.5,355,441,NA,NA,NA,NA,266,NA,NA,NA
"286","Kabardino-Balkaria",1995,"region",NA,254,NA,13.1,NA,14.5,NA,NA,NA,9.9,87,122,665,NA,NA,NA,257,333,20,NA
"287","Kabardino-Balkaria",2000,"region",1180.6,1057,711.5,10.4,NA,14.2,63.41,69.13,74.87,10,125,55,NA,NA,NA,NA,197,NA,NA,NA
"288","Kabardino-Balkaria",2001,"region",1625.1,1466,998.7,10,NA,15.2,NA,NA,NA,9.9,115,48,NA,NA,NA,NA,187,NA,NA,NA
"289","Kabardino-Balkaria",2002,"region",2269.4,2095,1279.9,10.2,NA,14.4,NA,NA,NA,10,112,47,NA,392,902,510,198,NA,NA,NA
"290","Kabardino-Balkaria",2003,"region",2877.1,2571,1520.4,10.3,NA,14.9,NA,NA,NA,10.2,94,51,NA,NA,NA,NA,194,NA,NA,NA
"291","Kabardino-Balkaria",2004,"region",3515.6,3160,1729.8,10.5,NA,14.6,NA,NA,NA,9.7,86,56,NA,NA,NA,NA,107,NA,NA,NA
"292","Kabardino-Balkaria",2005,"region",4653.3,4079,2191.6,10,NA,14.5,63.27,69.3,75.44,10.1,95,41,498,NA,NA,NA,175,359,12,NA
"293","Kabardino-Balkaria",2006,"region",5851.4,5080,2395.8,10.4,NA,16.1,NA,NA,NA,9.8,68,48,NA,NA,NA,NA,112,NA,NA,NA
"294","Kabardino-Balkaria",2007,"region",7213.9,6643,3124.8,12.8,NA,11.4,NA,NA,NA,9.5,82,46,NA,NA,NA,NA,241,NA,NA,NA
"295","Kabardino-Balkaria",2008,"region",9033.9,8589,3796.8,13.5,NA,5.8,NA,NA,NA,9.1,90,61,NA,NA,NA,NA,254,NA,NA,NA
"296","Kabardino-Balkaria",2009,"region",10777.4,9603,5160.4,13.6,NA,6.4,66.7,72.08,77.35,9.4,83,101,670,NA,NA,NA,242,452,11,NA
"297","Kabardino-Balkaria",2010,"region",11663.2,11215,6246.1,14.6,NA,6,NA,NA,NA,9.4,92,78,686,391,859,468,75,454,12,NA
"298","Kabardino-Balkaria",2011,"region",13011.5,NA,6726.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Kaliningrad region",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,871,687,NA,NA,NA,NA
"300","Kaliningrad region",1990,"region",NA,NA,NA,12.6,NA,16.5,NA,NA,NA,9.8,502,1368,NA,NA,NA,NA,359,NA,NA,NA
"301","Kaliningrad region",1995,"region",NA,376,NA,8.5,NA,15.4,NA,NA,NA,13.5,168,1043,812,NA,NA,NA,322,316,8,NA
"302","Kaliningrad region",2000,"region",1750.4,1843,774.4,7.9,NA,19.6,57.46,63.57,70.52,15.2,102,762,NA,NA,NA,NA,1039,NA,NA,NA
"303","Kaliningrad region",2001,"region",2582.4,2340,1079.6,8,NA,16.4,NA,NA,NA,16.1,106,834,NA,NA,NA,NA,528,NA,NA,NA
"304","Kaliningrad region",2002,"region",3703,2716,1401.4,8.9,NA,16,NA,NA,NA,17.3,104,684,NA,214,955,741,1289,NA,NA,NA
"305","Kaliningrad region",2003,"region",4743.3,3807,1675.1,9.3,NA,14.9,NA,NA,NA,18,115,729,NA,NA,NA,NA,1198,NA,NA,NA
"306","Kaliningrad region",2004,"region",5559.6,4692,2000.6,9.1,NA,13,NA,NA,NA,18.1,121,779,NA,NA,NA,NA,1831,NA,NA,NA
"307","Kaliningrad region",2005,"region",6781.3,6460,2495.6,8.9,NA,11.3,54.99,61.49,69.26,18.1,114,790,929,NA,NA,NA,1984,368,5,NA
"308","Kaliningrad region",2006,"region",9720.3,8888,2771.7,9.3,NA,7.1,NA,NA,NA,16.5,130,849,NA,NA,NA,NA,2622,NA,NA,NA
"309","Kaliningrad region",2007,"region",12750.3,11399,3585.9,10.9,NA,7.6,NA,NA,NA,15.4,145,1038,NA,NA,NA,NA,2149,NA,NA,NA
"310","Kaliningrad region",2008,"region",15420.3,12900,4402.4,11.3,NA,5.8,NA,NA,NA,15.3,132,1037,NA,NA,NA,NA,1513,NA,NA,NA
"311","Kaliningrad region",2009,"region",16047.9,14771,5965.3,11.5,NA,7.1,62.31,67.67,73.06,14.6,142,980,1006,NA,NA,NA,986,403,11,NA
"312","Kaliningrad region",2010,"region",18455.4,15808,7267.9,11.4,NA,4.5,NA,NA,NA,14.2,154,7,1015,211,941,730,25,399,5,NA
"313","Kaliningrad region",2011,"region",19911.1,NA,7893.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Kalmykia",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,322,147,NA,NA,NA,NA
"315","Kalmykia",1990,"region",NA,NA,NA,20.9,NA,14.9,NA,NA,NA,8.2,567,197,NA,NA,NA,NA,355,NA,NA,NA
"316","Kalmykia",1995,"region",NA,235,NA,13.7,NA,15.8,NA,NA,NA,10.6,200,138,94,NA,NA,NA,253,154,3,NA
"317","Kalmykia",2000,"region",1220,979,749.6,11.3,NA,16,59.3,65.41,72.33,11.2,209,85,NA,NA,NA,NA,318,NA,NA,NA
"318","Kalmykia",2001,"region",1759.1,1546,1002.9,11.7,NA,15.6,NA,NA,NA,11.1,137,90,NA,NA,NA,NA,451,NA,NA,NA
"319","Kalmykia",2002,"region",2533.7,1763,1274.7,12.7,NA,12.6,NA,NA,NA,12.3,189,100,NA,163,292,129,467,NA,NA,NA
"320","Kalmykia",2003,"region",2960.8,2100,1548.2,13.3,NA,13.9,NA,NA,NA,11.8,170,119,NA,NA,NA,NA,444,NA,NA,NA
"321","Kalmykia",2004,"region",3605.7,2312,1782.3,13.5,NA,8.4,NA,NA,NA,11,162,120,NA,NA,NA,NA,633,NA,NA,NA
"322","Kalmykia",2005,"region",4495,2425,2247.7,13.1,NA,7.6,60.86,66.97,73.63,11.6,193,121,357,NA,NA,NA,1091,190,2,NA
"323","Kalmykia",2006,"region",5562.2,3521,2494.5,13.3,NA,14.2,NA,NA,NA,11.1,213,99,NA,NA,NA,NA,236,NA,NA,NA
"324","Kalmykia",2007,"region",7101.2,4466,3247.3,14.5,NA,10,NA,NA,NA,11,200,116,NA,NA,NA,NA,511,NA,NA,NA
"325","Kalmykia",2008,"region",9083.1,5651,3971.7,15.3,NA,11.5,NA,NA,NA,10.5,195,117,NA,NA,NA,NA,529,NA,NA,NA
"326","Kalmykia",2009,"region",10848.7,7110,5399.5,15.1,NA,12.8,62.52,68.61,75.03,11,199,126,360,NA,NA,NA,380,190,2,NA
"327","Kalmykia",2010,"region",11601,7540,6580.5,15.3,NA,9.5,NA,NA,NA,11,113,76,360,162,290,128,62,190,2,NA
"328","Kalmykia",2011,"region",12559.1,NA,7139.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Kaluga region",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,1064,731,NA,NA,NA,NA
"330","Kaluga region",1990,"region",NA,NA,NA,12,NA,16.4,NA,NA,NA,12.5,136,837,NA,NA,NA,NA,275,NA,NA,NA
"331","Kaluga region",1995,"region",NA,438,NA,7.9,NA,17.6,NA,NA,NA,16.5,64,333,1208,NA,NA,NA,304,477,23,NA
"332","Kaluga region",2000,"region",1664.3,1311,836.9,7.4,NA,16.2,57.83,64.27,71.54,18.1,111,441,NA,NA,NA,NA,292,NA,NA,NA
"333","Kaluga region",2001,"region",2485.6,1782,1155.9,8,NA,15,NA,NA,NA,18.3,148,439,NA,NA,NA,NA,394,NA,NA,NA
"334","Kaluga region",2002,"region",3457.3,2503,1480,8.4,NA,13.6,NA,NA,NA,18.8,142,424,NA,262,1042,780,693,NA,NA,NA
"335","Kaluga region",2003,"region",4489.3,3340,1762.7,8.8,NA,11.8,NA,NA,NA,19,160,427,NA,NA,NA,NA,498,NA,NA,NA
"336","Kaluga region",2004,"region",5642.8,4181,2019.9,9.2,NA,10.5,NA,NA,NA,18.7,166,427,NA,NA,NA,NA,636,NA,NA,NA
"337","Kaluga region",2005,"region",7066.4,5383,2518.1,8.9,NA,9.9,57.41,64.26,72.05,19.2,152,421,1021,NA,NA,NA,574,515,25,NA
"338","Kaluga region",2006,"region",8592.5,6994,2816.7,9.2,NA,10.8,NA,NA,NA,17.6,144,439,NA,NA,NA,NA,482,NA,NA,NA
"339","Kaluga region",2007,"region",10926.8,9292,3631.3,10,NA,8.7,NA,NA,NA,17.3,152,440,NA,NA,NA,NA,610,NA,NA,NA
"340","Kaluga region",2008,"region",14085.2,11756,4486.4,10.4,NA,7.4,NA,NA,NA,17.3,154,434,NA,NA,NA,NA,765,NA,NA,NA
"341","Kaluga region",2009,"region",15411.1,13555,6077.4,10.5,NA,7.6,61.45,67.56,73.84,16.7,187,464,1020,NA,NA,NA,754,529,25,NA
"342","Kaluga region",2010,"region",17681.6,15342,7563.9,11,NA,7,NA,NA,NA,16.5,185,27,1032,240,1012,772,36,530,25,NA
"343","Kaluga region",2011,"region",20000.8,NA,8247.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Kamchatka Krai",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,472,384,NA,NA,NA,NA
"345","Kamchatka Krai",1990,"region",NA,NA,NA,12.4,NA,16.6,NA,NA,NA,6.2,440,71,NA,NA,NA,NA,486,NA,NA,NA
"346","Kamchatka Krai",1995,"region",NA,957,NA,9.2,NA,15.4,NA,NA,NA,11.2,186,134,90,NA,NA,NA,203,129,5,NA
"347","Kamchatka Krai",2000,"region",4448.5,3452,1104.1,9.3,NA,16,58.07,63.3,69.71,11,142,191,NA,NA,NA,NA,241,NA,NA,NA
